bucket_from,bucket_to,delta_hours_median,delta_hours_p10,delta_hours_p90,n_events,n_pairs
P1-RRoute02,P1-RRoute16,0.3014272044444445,0.3014272044444445,0.3014272044444445,1,1
P1-RRoute02,P1-RRoute17,0.8487749144444444,0.8487749144444444,0.8487749144444444,1,1
P1-RRoute02,P1-RRoute18,2.0298032716666667,2.0298032716666667,2.0298032716666667,1,1
P1-RRoute02,P1-RRoute19,0.0,0.0,0.0,1,1
P1-RRoute02,P1-RRoute20,0.0,0.0,0.0,1,1
P1-RRoute02,P1-RRoute21,30.946129319722225,30.946129319722225,30.946129319722225,1,1
P1-RRoute02,P1-RRoute22,0.0,0.0,0.0,1,1
P1-RRoute02,P1-RRoute23,0.47696995166666667,0.47696995166666667,0.47696995166666667,1,1
P1-RRoute02,P1-RRoute24,11.05933261138889,11.05933261138889,11.05933261138889,1,1
P1-RRoute02,P1-RRoute25,0.3014272044444445,0.3014272044444445,0.3014272044444445,1,1
P1-RRoute02,P1-RRoute26,7.627025673055555,7.627025673055555,7.627025673055555,1,1
P1-RRoute02,P1-RRoute3,0.0,0.0,0.0,1,1
P1-RRoute02,P1-RRoute32,12.993435129444444,12.993435129444444,12.993435129444444,1,1
P1-RRoute02,P1-RRoute33,0.8487749144444444,0.8487749144444444,0.8487749144444444,1,1
P1-RRoute02,P1-RRoute34,2.2404443755555556,2.2404443755555556,2.2404443755555556,1,1
P1-RRoute02,P1-RRoute35,1.4634977597222223,1.4634977597222223,1.4634977597222223,1,1
P1-RRoute02,P1-RRoute36,0.8487749144444444,0.8487749144444444,0.8487749144444444,1,1
P1-RRoute02,P1-RRoute4,0.8487749144444444,0.8487749144444444,0.8487749144444444,1,1
P1-RRoute02,P1-RRoute5,0.0,0.0,0.0,1,1
P1-RRoute02,P1-RRoute6,0.0,0.0,0.0,1,1
P1-RRoute02,P1-RRoute7,0.8487749144444444,0.8487749144444444,0.8487749144444444,1,1
P1-RRoute02,P1-RRoute8,0.0,0.0,0.0,1,1
P1-RRoute02,P1-RRoute9,0.0,0.0,0.0,1,1
P1-RRoute02,P2-RRoute02,15.156378476666667,15.156378476666667,15.156378476666667,1,1
P1-RRoute02,P2-RRoute10,10.044617884722223,10.044617884722223,10.044617884722223,1,1
P1-RRoute02,P2-RRoute11,1.4634977597222223,1.4634977597222223,1.4634977597222223,1,1
P1-RRoute02,P2-RRoute13,0.8487749144444444,0.8487749144444444,0.8487749144444444,1,1
P1-RRoute02,P2-RRoute14,0.8487749144444444,0.8487749144444444,0.8487749144444444,1,1
P1-RRoute02,P2-RRoute15,6.685801375555556,6.685801375555556,6.685801375555556,1,1
P1-RRoute02,P2-RRoute16,6.685801375555556,6.685801375555556,6.685801375555556,1,1
P1-RRoute02,P2-RRoute17,0.3014272044444445,0.3014272044444445,0.3014272044444445,1,1
P1-RRoute02,P2-RRoute18,0.3014272044444445,0.3014272044444445,0.3014272044444445,1,1
P1-RRoute02,P2-RRoute19,5.086861886388888,5.086861886388888,5.086861886388888,1,1
P1-RRoute02,P2-RRoute20,1.3374448047222223,1.3374448047222223,1.3374448047222223,1,1
P1-RRoute02,P2-RRoute21,0.3014272044444445,0.3014272044444445,0.3014272044444445,1,1
P1-RRoute02,P2-RRoute22,13.267750979166667,13.267750979166667,13.267750979166667,1,1
P1-RRoute02,P2-RRoute23,11.05933261138889,11.05933261138889,11.05933261138889,1,1
P1-RRoute02,P2-RRoute24,0.47696995166666667,0.47696995166666667,0.47696995166666667,1,1
P1-RRoute02,P2-RRoute25,0.8487749144444444,0.8487749144444444,0.8487749144444444,1,1
P1-RRoute02,P2-RRoute26,14.937811909166667,14.937811909166667,14.937811909166667,1,1
P1-RRoute02,P2-RRoute27,1.3374448047222223,1.3374448047222223,1.3374448047222223,1,1
P1-RRoute02,P2-RRoute29,0.0,0.0,0.0,1,1
P1-RRoute02,P2-RRoute30,0.8487749144444444,0.8487749144444444,0.8487749144444444,1,1
P1-RRoute02,P2-RRoute31,0.8487749144444444,0.8487749144444444,0.8487749144444444,1,1
P1-RRoute02,P2-RRoute32,13.560647868055556,13.560647868055556,13.560647868055556,1,1
P1-RRoute02,P2-RRoute33,1.4634977597222223,1.4634977597222223,1.4634977597222223,1,1
P1-RRoute02,P2-RRoute34,2.2404443755555556,2.2404443755555556,2.2404443755555556,1,1
P1-RRoute02,P2-RRoute35,0.3014272044444445,0.3014272044444445,0.3014272044444445,1,1
P1-RRoute02,P2-RRoute36,7.627025673055555,7.627025673055555,7.627025673055555,1,1
P1-RRoute02,P2-RRoute4,1.1565780219444444,1.1565780219444444,1.1565780219444444,1,1
P1-RRoute02,P2-RRoute5,1.8717847605555555,1.8717847605555555,1.8717847605555555,1,1
P1-RRoute02,P2-RRoute6,1.1565780219444444,1.1565780219444444,1.1565780219444444,1,1
P1-RRoute02,P2-RRoute7,0.3014272044444445,0.3014272044444445,0.3014272044444445,1,1
P1-RRoute02,P2-RRoute8,0.0,0.0,0.0,1,1
P1-RRoute02,P2-RRoute9,0.3014272044444445,0.3014272044444445,0.3014272044444445,1,1
P1-RRoute1,P1-RRoute01,0.6103112833333334,0.6103112833333334,0.6103112833333334,1,1
P1-RRoute1,P1-RRoute02,0.6103112833333334,0.6103112833333334,0.6103112833333334,1,1
P1-RRoute1,P1-RRoute1,0.0,0.0,0.0,1,1
P1-RRoute1,P1-RRoute10,1.4590861977777778,1.4590861977777778,1.4590861977777778,1,1
P1-RRoute1,P1-RRoute11,5.697173169722222,5.697173169722222,5.697173169722222,1,1
P1-RRoute1,P1-RRoute12,1.4590861977777778,1.4590861977777778,1.4590861977777778,1,1
P1-RRoute1,P1-RRoute13,1.4590861977777778,1.4590861977777778,1.4590861977777778,1,1
P1-RRoute1,P1-RRoute14,1.4590861977777778,1.4590861977777778,1.4590861977777778,1,1
P1-RRoute1,P1-RRoute16,0.9117384877777779,0.9117384877777779,0.9117384877777779,1,1
P1-RRoute1,P1-RRoute17,1.4590861977777778,1.4590861977777778,1.4590861977777778,1,1
P1-RRoute1,P1-RRoute18,2.6401145550000003,2.6401145550000003,2.6401145550000003,1,1
P1-RRoute1,P1-RRoute19,0.6103112833333334,0.6103112833333334,0.6103112833333334,1,1
P1-RRoute1,P1-RRoute20,0.6103112833333334,0.6103112833333334,0.6103112833333334,1,1
P1-RRoute1,P1-RRoute21,31.556440603055552,31.556440603055552,31.556440603055552,1,1
P1-RRoute1,P1-RRoute22,0.6103112833333334,0.6103112833333334,0.6103112833333334,1,1
P1-RRoute1,P1-RRoute23,1.087281235,1.087281235,1.087281235,1,1
P1-RRoute1,P1-RRoute24,11.669643894722222,11.669643894722222,11.669643894722222,1,1
P1-RRoute1,P1-RRoute25,0.9117384877777779,0.9117384877777779,0.9117384877777779,1,1
P1-RRoute1,P1-RRoute26,8.237336956388889,8.237336956388889,8.237336956388889,1,1
P1-RRoute1,P1-RRoute3,0.6103112833333334,0.6103112833333334,0.6103112833333334,1,1
P1-RRoute1,P1-RRoute32,13.603746412777777,13.603746412777777,13.603746412777777,1,1
P1-RRoute1,P1-RRoute33,1.4590861977777778,1.4590861977777778,1.4590861977777778,1,1
P1-RRoute1,P1-RRoute34,2.8507556588888887,2.8507556588888887,2.8507556588888887,1,1
P1-RRoute1,P1-RRoute35,2.0738090430555554,2.0738090430555554,2.0738090430555554,1,1
P1-RRoute1,P1-RRoute36,1.4590861977777778,1.4590861977777778,1.4590861977777778,1,1
P1-RRoute1,P1-RRoute4,1.4590861977777778,1.4590861977777778,1.4590861977777778,1,1
P1-RRoute1,P1-RRoute5,0.6103112833333334,0.6103112833333334,0.6103112833333334,1,1
P1-RRoute1,P1-RRoute6,0.6103112833333334,0.6103112833333334,0.6103112833333334,1,1
P1-RRoute1,P1-RRoute7,1.4590861977777778,1.4590861977777778,1.4590861977777778,1,1
P1-RRoute1,P1-RRoute8,0.6103112833333334,0.6103112833333334,0.6103112833333334,1,1
P1-RRoute1,P1-RRoute9,0.6103112833333334,0.6103112833333334,0.6103112833333334,1,1
P1-RRoute1,P2-RRoute02,15.76668976,15.76668976,15.76668976,1,1
P1-RRoute1,P2-RRoute10,10.654929168055554,10.654929168055554,10.654929168055554,1,1
P1-RRoute1,P2-RRoute11,2.0738090430555554,2.0738090430555554,2.0738090430555554,1,1
P1-RRoute1,P2-RRoute13,1.4590861977777778,1.4590861977777778,1.4590861977777778,1,1
P1-RRoute1,P2-RRoute14,1.4590861977777778,1.4590861977777778,1.4590861977777778,1,1
P1-RRoute1,P2-RRoute15,7.296112658888888,7.296112658888888,7.296112658888888,1,1
P1-RRoute1,P2-RRoute16,7.296112658888888,7.296112658888888,7.296112658888888,1,1
P1-RRoute1,P2-RRoute17,0.9117384877777779,0.9117384877777779,0.9117384877777779,1,1
P1-RRoute1,P2-RRoute18,0.9117384877777779,0.9117384877777779,0.9117384877777779,1,1
P1-RRoute1,P2-RRoute19,5.697173169722222,5.697173169722222,5.697173169722222,1,1
P1-RRoute1,P2-RRoute20,1.9477560880555556,1.9477560880555556,1.9477560880555556,1,1
P1-RRoute1,P2-RRoute21,0.9117384877777779,0.9117384877777779,0.9117384877777779,1,1
P1-RRoute1,P2-RRoute22,13.8780622625,13.8780622625,13.8780622625,1,1
P1-RRoute1,P2-RRoute23,11.669643894722222,11.669643894722222,11.669643894722222,1,1
P1-RRoute1,P2-RRoute24,1.087281235,1.087281235,1.087281235,1,1
P1-RRoute1,P2-RRoute25,1.4590861977777778,1.4590861977777778,1.4590861977777778,1,1
P1-RRoute1,P2-RRoute26,15.5481231925,15.5481231925,15.5481231925,1,1
P1-RRoute1,P2-RRoute27,1.9477560880555556,1.9477560880555556,1.9477560880555556,1,1
P1-RRoute1,P2-RRoute29,0.6103112833333334,0.6103112833333334,0.6103112833333334,1,1
P1-RRoute1,P2-RRoute30,1.4590861977777778,1.4590861977777778,1.4590861977777778,1,1
P1-RRoute1,P2-RRoute31,1.4590861977777778,1.4590861977777778,1.4590861977777778,1,1
P1-RRoute1,P2-RRoute32,14.170959151388889,14.170959151388889,14.170959151388889,1,1
P1-RRoute1,P2-RRoute33,2.0738090430555554,2.0738090430555554,2.0738090430555554,1,1
P1-RRoute1,P2-RRoute34,2.8507556588888887,2.8507556588888887,2.8507556588888887,1,1
P1-RRoute1,P2-RRoute35,0.9117384877777779,0.9117384877777779,0.9117384877777779,1,1
P1-RRoute1,P2-RRoute36,8.237336956388889,8.237336956388889,8.237336956388889,1,1
P1-RRoute1,P2-RRoute4,1.7668893052777779,1.7668893052777779,1.7668893052777779,1,1
P1-RRoute1,P2-RRoute5,2.482096043888889,2.482096043888889,2.482096043888889,1,1
P1-RRoute1,P2-RRoute6,1.7668893052777779,1.7668893052777779,1.7668893052777779,1,1
P1-RRoute1,P2-RRoute7,0.9117384877777779,0.9117384877777779,0.9117384877777779,1,1
P1-RRoute1,P2-RRoute8,0.6103112833333334,0.6103112833333334,0.6103112833333334,1,1
P1-RRoute1,P2-RRoute9,0.9117384877777779,0.9117384877777779,0.9117384877777779,1,1
P1-RRoute10,P1-RRoute10,0.0,0.0,0.0,1,1
P1-RRoute10,P1-RRoute11,4.238086971944444,4.238086971944444,4.238086971944444,1,1
P1-RRoute10,P1-RRoute12,0.0,0.0,0.0,1,1
P1-RRoute10,P1-RRoute13,0.0,0.0,0.0,1,1
P1-RRoute10,P1-RRoute14,0.0,0.0,0.0,1,1
P1-RRoute10,P1-RRoute17,0.0,0.0,0.0,1,1
P1-RRoute10,P1-RRoute18,1.1810283572222222,1.1810283572222222,1.1810283572222222,1,1
P1-RRoute10,P1-RRoute21,30.097354405277777,30.097354405277777,30.097354405277777,1,1
P1-RRoute10,P1-RRoute24,10.210557696944443,10.210557696944443,10.210557696944443,1,1
P1-RRoute10,P1-RRoute26,6.778250758611112,6.778250758611112,6.778250758611112,1,1
P1-RRoute10,P1-RRoute32,12.144660215,12.144660215,12.144660215,1,1
P1-RRoute10,P1-RRoute33,0.0,0.0,0.0,1,1
P1-RRoute10,P1-RRoute34,1.391669461111111,1.391669461111111,1.391669461111111,1,1
P1-RRoute10,P1-RRoute35,0.6147228452777778,0.6147228452777778,0.6147228452777778,1,1
P1-RRoute10,P1-RRoute36,0.0,0.0,0.0,1,1
P1-RRoute10,P1-RRoute4,0.0,0.0,0.0,1,1
P1-RRoute10,P1-RRoute7,0.0,0.0,0.0,1,1
P1-RRoute10,P2-RRoute02,14.307603562222221,14.307603562222221,14.307603562222221,1,1
P1-RRoute10,P2-RRoute10,9.195842970277779,9.195842970277779,9.195842970277779,1,1
P1-RRoute10,P2-RRoute11,0.6147228452777778,0.6147228452777778,0.6147228452777778,1,1
P1-RRoute10,P2-RRoute13,0.0,0.0,0.0,1,1
P1-RRoute10,P2-RRoute14,0.0,0.0,0.0,1,1
P1-RRoute10,P2-RRoute15,5.837026461111111,5.837026461111111,5.837026461111111,1,1
P1-RRoute10,P2-RRoute16,5.837026461111111,5.837026461111111,5.837026461111111,1,1
P1-RRoute10,P2-RRoute19,4.238086971944444,4.238086971944444,4.238086971944444,1,1
P1-RRoute10,P2-RRoute20,0.48866989027777774,0.48866989027777774,0.48866989027777774,1,1
P1-RRoute10,P2-RRoute22,12.418976064722223,12.418976064722223,12.418976064722223,1,1
P1-RRoute10,P2-RRoute23,10.210557696944443,10.210557696944443,10.210557696944443,1,1
P1-RRoute10,P2-RRoute25,0.0,0.0,0.0,1,1
P1-RRoute10,P2-RRoute26,14.089036994722221,14.089036994722221,14.089036994722221,1,1
P1-RRoute10,P2-RRoute27,0.48866989027777774,0.48866989027777774,0.48866989027777774,1,1
P1-RRoute10,P2-RRoute30,0.0,0.0,0.0,1,1
P1-RRoute10,P2-RRoute31,0.0,0.0,0.0,1,1
P1-RRoute10,P2-RRoute32,12.711872953611111,12.711872953611111,12.711872953611111,1,1
P1-RRoute10,P2-RRoute33,0.6147228452777778,0.6147228452777778,0.6147228452777778,1,1
P1-RRoute10,P2-RRoute34,1.391669461111111,1.391669461111111,1.391669461111111,1,1
P1-RRoute10,P2-RRoute36,6.778250758611112,6.778250758611112,6.778250758611112,1,1
P1-RRoute10,P2-RRoute4,0.3078031075,0.3078031075,0.3078031075,1,1
P1-RRoute10,P2-RRoute5,1.0230098461111112,1.0230098461111112,1.0230098461111112,1,1
P1-RRoute10,P2-RRoute6,0.3078031075,0.3078031075,0.3078031075,1,1
P1-RRoute11,P1-RRoute11,0.0,0.0,0.0,1,1
P1-RRoute11,P1-RRoute21,25.859267433333333,25.859267433333333,25.859267433333333,1,1
P1-RRoute11,P1-RRoute24,5.972470725,5.972470725,5.972470725,1,1
P1-RRoute11,P1-RRoute26,2.5401637866666666,2.5401637866666666,2.5401637866666666,1,1
P1-RRoute11,P1-RRoute32,7.906573243055555,7.906573243055555,7.906573243055555,1,1
P1-RRoute11,P2-RRoute02,10.069516590277779,10.069516590277779,10.069516590277779,1,1
P1-RRoute11,P2-RRoute10,4.957755998333333,4.957755998333333,4.957755998333333,1,1
P1-RRoute11,P2-RRoute15,1.5989394891666666,1.5989394891666666,1.5989394891666666,1,1
P1-RRoute11,P2-RRoute16,1.5989394891666666,1.5989394891666666,1.5989394891666666,1,1
P1-RRoute11,P2-RRoute19,0.0,0.0,0.0,1,1
P1-RRoute11,P2-RRoute22,8.180889092777777,8.180889092777777,8.180889092777777,1,1
P1-RRoute11,P2-RRoute23,5.972470725,5.972470725,5.972470725,1,1
P1-RRoute11,P2-RRoute26,9.850950022777777,9.850950022777777,9.850950022777777,1,1
P1-RRoute11,P2-RRoute32,8.473785981666667,8.473785981666667,8.473785981666667,1,1
P1-RRoute11,P2-RRoute36,2.5401637866666666,2.5401637866666666,2.5401637866666666,1,1
P1-RRoute12,P1-RRoute10,0.0,0.0,0.0,1,1
P1-RRoute12,P1-RRoute11,4.238086971944444,4.238086971944444,4.238086971944444,1,1
P1-RRoute12,P1-RRoute12,0.0,0.0,0.0,1,1
P1-RRoute12,P1-RRoute13,0.0,0.0,0.0,1,1
P1-RRoute12,P1-RRoute14,0.0,0.0,0.0,1,1
P1-RRoute12,P1-RRoute17,0.0,0.0,0.0,1,1
P1-RRoute12,P1-RRoute18,1.1810283572222222,1.1810283572222222,1.1810283572222222,1,1
P1-RRoute12,P1-RRoute21,30.097354405277777,30.097354405277777,30.097354405277777,1,1
P1-RRoute12,P1-RRoute24,10.210557696944443,10.210557696944443,10.210557696944443,1,1
P1-RRoute12,P1-RRoute26,6.778250758611112,6.778250758611112,6.778250758611112,1,1
P1-RRoute12,P1-RRoute32,12.144660215,12.144660215,12.144660215,1,1
P1-RRoute12,P1-RRoute33,0.0,0.0,0.0,1,1
P1-RRoute12,P1-RRoute34,1.391669461111111,1.391669461111111,1.391669461111111,1,1
P1-RRoute12,P1-RRoute35,0.6147228452777778,0.6147228452777778,0.6147228452777778,1,1
P1-RRoute12,P1-RRoute36,0.0,0.0,0.0,1,1
P1-RRoute12,P1-RRoute4,0.0,0.0,0.0,1,1
P1-RRoute12,P1-RRoute7,0.0,0.0,0.0,1,1
P1-RRoute12,P2-RRoute02,14.307603562222221,14.307603562222221,14.307603562222221,1,1
P1-RRoute12,P2-RRoute10,9.195842970277779,9.195842970277779,9.195842970277779,1,1
P1-RRoute12,P2-RRoute11,0.6147228452777778,0.6147228452777778,0.6147228452777778,1,1
P1-RRoute12,P2-RRoute13,0.0,0.0,0.0,1,1
P1-RRoute12,P2-RRoute14,0.0,0.0,0.0,1,1
P1-RRoute12,P2-RRoute15,5.837026461111111,5.837026461111111,5.837026461111111,1,1
P1-RRoute12,P2-RRoute16,5.837026461111111,5.837026461111111,5.837026461111111,1,1
P1-RRoute12,P2-RRoute19,4.238086971944444,4.238086971944444,4.238086971944444,1,1
P1-RRoute12,P2-RRoute20,0.48866989027777774,0.48866989027777774,0.48866989027777774,1,1
P1-RRoute12,P2-RRoute22,12.418976064722223,12.418976064722223,12.418976064722223,1,1
P1-RRoute12,P2-RRoute23,10.210557696944443,10.210557696944443,10.210557696944443,1,1
P1-RRoute12,P2-RRoute25,0.0,0.0,0.0,1,1
P1-RRoute12,P2-RRoute26,14.089036994722221,14.089036994722221,14.089036994722221,1,1
P1-RRoute12,P2-RRoute27,0.48866989027777774,0.48866989027777774,0.48866989027777774,1,1
P1-RRoute12,P2-RRoute30,0.0,0.0,0.0,1,1
P1-RRoute12,P2-RRoute31,0.0,0.0,0.0,1,1
P1-RRoute12,P2-RRoute32,12.711872953611111,12.711872953611111,12.711872953611111,1,1
P1-RRoute12,P2-RRoute33,0.6147228452777778,0.6147228452777778,0.6147228452777778,1,1
P1-RRoute12,P2-RRoute34,1.391669461111111,1.391669461111111,1.391669461111111,1,1
P1-RRoute12,P2-RRoute36,6.778250758611112,6.778250758611112,6.778250758611112,1,1
P1-RRoute12,P2-RRoute4,0.3078031075,0.3078031075,0.3078031075,1,1
P1-RRoute12,P2-RRoute5,1.0230098461111112,1.0230098461111112,1.0230098461111112,1,1
P1-RRoute12,P2-RRoute6,0.3078031075,0.3078031075,0.3078031075,1,1
P1-RRoute13,P1-RRoute10,0.0,0.0,0.0,1,1
P1-RRoute13,P1-RRoute11,4.238086971944444,4.238086971944444,4.238086971944444,1,1
P1-RRoute13,P1-RRoute12,0.0,0.0,0.0,1,1
P1-RRoute13,P1-RRoute13,0.0,0.0,0.0,1,1
P1-RRoute13,P1-RRoute14,0.0,0.0,0.0,1,1
P1-RRoute13,P1-RRoute17,0.0,0.0,0.0,1,1
P1-RRoute13,P1-RRoute18,1.1810283572222222,1.1810283572222222,1.1810283572222222,1,1
P1-RRoute13,P1-RRoute21,30.097354405277777,30.097354405277777,30.097354405277777,1,1
P1-RRoute13,P1-RRoute24,10.210557696944443,10.210557696944443,10.210557696944443,1,1
P1-RRoute13,P1-RRoute26,6.778250758611112,6.778250758611112,6.778250758611112,1,1
P1-RRoute13,P1-RRoute32,12.144660215,12.144660215,12.144660215,1,1
P1-RRoute13,P1-RRoute33,0.0,0.0,0.0,1,1
P1-RRoute13,P1-RRoute34,1.391669461111111,1.391669461111111,1.391669461111111,1,1
P1-RRoute13,P1-RRoute35,0.6147228452777778,0.6147228452777778,0.6147228452777778,1,1
P1-RRoute13,P1-RRoute36,0.0,0.0,0.0,1,1
P1-RRoute13,P1-RRoute4,0.0,0.0,0.0,1,1
P1-RRoute13,P1-RRoute7,0.0,0.0,0.0,1,1
P1-RRoute13,P2-RRoute02,14.307603562222221,14.307603562222221,14.307603562222221,1,1
P1-RRoute13,P2-RRoute10,9.195842970277779,9.195842970277779,9.195842970277779,1,1
P1-RRoute13,P2-RRoute11,0.6147228452777778,0.6147228452777778,0.6147228452777778,1,1
P1-RRoute13,P2-RRoute13,0.0,0.0,0.0,1,1
P1-RRoute13,P2-RRoute14,0.0,0.0,0.0,1,1
P1-RRoute13,P2-RRoute15,5.837026461111111,5.837026461111111,5.837026461111111,1,1
P1-RRoute13,P2-RRoute16,5.837026461111111,5.837026461111111,5.837026461111111,1,1
P1-RRoute13,P2-RRoute19,4.238086971944444,4.238086971944444,4.238086971944444,1,1
P1-RRoute13,P2-RRoute20,0.48866989027777774,0.48866989027777774,0.48866989027777774,1,1
P1-RRoute13,P2-RRoute22,12.418976064722223,12.418976064722223,12.418976064722223,1,1
P1-RRoute13,P2-RRoute23,10.210557696944443,10.210557696944443,10.210557696944443,1,1
P1-RRoute13,P2-RRoute25,0.0,0.0,0.0,1,1
