snapshot_ts,OBJECTID,snowrouteid,snowroutesegmentid,roadname,routepriority,roadclass,segmentlength,servicestatus,lastserviced,lastserviceleft,lastserviceright,passes,passesleft,passesright,eventid,eventphaseid
2025-12-26T19:01:45.962242+00:00,16099,,SNW-752,ERIE BLVD E,Priority 1,,0.0862899688947388,Not Serviced,1766594326000,1766482917000,1766594326000,459,252,207,0a4138c6-cc5c-4cba-a7b0-3c06695345ef,0a4138c6-cc5c-4cba-a7b0-3c06695345ef-2
2025-12-26T19:01:45.962242+00:00,16100,Route 28,SNW-1940,BOYDEN ST,Priority 2,,0.061773277296118,Not Serviced,1766400341000,1766400341000,1765740050000,26,12,14,0a4138c6-cc5c-4cba-a7b0-3c06695345ef,0a4138c6-cc5c-4cba-a7b0-3c06695345ef-2
2025-12-26T19:01:45.962242+00:00,16101,Route 1,SNW-2254,E FAYETTE ST,Priority 1,,0.0611750614088006,Not Serviced,1766552227000,1766483005000,1766552227000,70,34,36,0a4138c6-cc5c-4cba-a7b0-3c06695345ef,0a4138c6-cc5c-4cba-a7b0-3c06695345ef-2
2025-12-26T19:01:45.962242+00:00,16102,Route 02,SNW-1941,TEALL AV,Priority 1,,0.0683614987725923,Not Serviced,1766480539000,1766480068000,1766480539000,216,89,127,0a4138c6-cc5c-4cba-a7b0-3c06695345ef,0a4138c6-cc5c-4cba-a7b0-3c06695345ef-2
2025-12-26T19:01:45.962242+00:00,16103,Route 2,SNW-1147,FOBES AV,Priority 2,,0.0087400620038287,Not Serviced,1766382994000,1766382586000,1766382994000,14,3,11,0a4138c6-cc5c-4cba-a7b0-3c06695345ef,0a4138c6-cc5c-4cba-a7b0-3c06695345ef-2
2025-12-26T19:01:45.962242+00:00,16104,,SNW-1942,GRAVES ST,Priority 2,,0.0502529044131837,Not Serviced,1766387697000,1766387697000,1765521039000,17,10,7,0a4138c6-cc5c-4cba-a7b0-3c06695345ef,0a4138c6-cc5c-4cba-a7b0-3c06695345ef-2
2025-12-26T19:01:45.962242+00:00,16105,Route 14,SNW-2255,UNIVERSITY AV,Priority 2,,0.0625319053750041,Not Serviced,1766480642000,1766390425000,1766480642000,48,27,21,0a4138c6-cc5c-4cba-a7b0-3c06695345ef,0a4138c6-cc5c-4cba-a7b0-3c06695345ef-2
2025-12-26T19:01:45.962242+00:00,16106,Route 24,SNW-1943,SHUART AV,Priority 2,,0.0980065385124429,Not Serviced,1766382499000,1766380177000,1766382499000,35,17,18,0a4138c6-cc5c-4cba-a7b0-3c06695345ef,0a4138c6-cc5c-4cba-a7b0-3c06695345ef-2
2025-12-26T19:01:45.962242+00:00,16107,Route 18,SNW-1148,PARK ST,Priority 1,,0.102221755705531,Not Serviced,1766483836000,1766483836000,1764883303000,17,14,3,0a4138c6-cc5c-4cba-a7b0-3c06695345ef,0a4138c6-cc5c-4cba-a7b0-3c06695345ef-2
2025-12-26T19:01:45.962242+00:00,16108,Route 1,SNW-2256,E FAYETTE ST,Priority 1,,0.112950948127167,Not Serviced,1766552268000,1766482994000,1766552268000,66,34,32,0a4138c6-cc5c-4cba-a7b0-3c06695345ef,0a4138c6-cc5c-4cba-a7b0-3c06695345ef-2
